timestamp,trial_num,trial_type,response
2025-04-04 10:46:27.692160,5,new,correct
2025-04-04 10:46:27.692906,5,new,correct
2025-04-04 10:46:27.693644,5,new,correct
2025-04-04 10:46:27.694408,5,new,correct
2025-04-04 10:46:27.695164,5,new,correct
2025-04-04 10:46:27.695909,5,new,correct
2025-04-04 10:46:27.696655,5,new,correct
2025-04-04 10:46:27.697415,5,new,correct
2025-04-04 10:46:27.698181,5,new,correct
2025-04-04 10:46:27.698937,5,new,correct
2025-04-04 10:46:27.699688,5,new,correct
2025-04-04 10:46:27.700451,5,new,correct
2025-04-04 10:46:27.701208,5,new,correct
2025-04-04 10:46:27.701973,5,new,correct
2025-04-04 10:46:27.702727,5,new,correct
2025-04-04 10:46:27.703491,5,new,correct
2025-04-04 10:46:27.704248,5,new,correct
2025-04-04 10:46:27.705010,5,new,correct
2025-04-04 10:46:27.705769,5,new,correct
2025-04-04 10:46:27.706544,5,new,correct
2025-04-04 10:46:27.707303,5,new,correct
2025-04-04 10:46:27.708090,5,new,correct
2025-04-04 10:46:27.708859,5,new,correct
2025-04-04 10:46:27.709622,5,new,correct
2025-04-04 10:46:27.710383,5,new,correct
2025-04-04 10:46:27.711161,5,new,correct
2025-04-04 10:46:27.711929,5,new,correct
2025-04-04 10:46:27.712693,5,new,correct
2025-04-04 10:46:27.713454,5,new,correct
2025-04-04 10:46:27.714226,5,new,correct
2025-04-04 10:46:27.714997,5,new,correct
2025-04-04 10:46:27.715769,5,new,correct
2025-04-04 10:46:27.716549,5,new,correct
2025-04-04 10:46:27.717326,5,new,correct
2025-04-04 10:46:27.718110,5,new,correct
2025-04-04 10:46:27.718897,5,new,correct
2025-04-04 10:46:27.719668,5,new,correct
2025-04-04 10:46:27.720444,5,new,correct
2025-04-04 10:46:27.721221,5,new,correct
2025-04-04 10:46:27.722006,5,new,correct
2025-04-04 10:46:27.722776,5,new,correct
2025-04-04 10:46:27.723558,5,new,correct
2025-04-04 10:46:27.724334,5,new,correct
2025-04-04 10:46:27.725108,5,new,correct
2025-04-04 10:46:27.725872,5,new,correct
2025-04-04 10:46:27.726641,5,new,correct
2025-04-04 10:46:27.727417,5,new,correct
2025-04-04 10:46:27.728189,5,new,correct
2025-04-04 10:46:27.728973,5,new,correct
2025-04-04 10:46:27.729743,5,new,correct
2025-04-04 10:46:27.730522,5,new,correct
2025-04-04 10:46:27.731299,5,new,correct
2025-04-04 10:46:27.732086,5,new,correct
2025-04-04 10:46:27.732860,5,new,correct
2025-04-04 10:46:27.733642,5,new,correct
2025-04-04 10:46:27.734424,5,new,correct
2025-04-04 10:46:27.735195,5,new,correct
2025-04-04 10:46:27.735958,5,new,correct
2025-04-04 10:46:27.736719,5,new,correct
2025-04-04 10:46:27.737480,5,new,correct
2025-04-04 10:46:27.738244,5,new,correct
2025-04-04 10:46:27.739285,5,new,correct
2025-04-04 10:46:27.740353,5,new,correct
2025-04-04 10:46:27.741176,5,new,correct
2025-04-04 10:46:27.741989,5,new,correct
2025-04-04 10:46:27.742794,5,new,correct
2025-04-04 10:46:27.743603,5,new,correct
2025-04-04 10:46:27.744411,5,new,correct
2025-04-04 10:46:27.745241,5,new,correct
2025-04-04 10:46:27.746058,5,new,correct
2025-04-04 10:46:27.747012,5,new,correct
2025-04-04 10:46:27.747853,5,new,correct
2025-04-04 10:46:27.748670,5,new,correct
2025-04-04 10:46:27.749492,5,new,correct
2025-04-04 10:46:27.750307,5,new,correct
2025-04-04 10:46:27.751128,5,new,correct
2025-04-04 10:46:27.751958,5,new,correct
2025-04-04 10:46:27.752771,5,new,correct
2025-04-04 10:46:27.753592,5,new,correct
2025-04-04 10:46:27.754409,5,new,correct
2025-04-04 10:46:27.755231,5,new,correct
2025-04-04 10:46:27.756047,5,new,correct
2025-04-04 10:46:27.756862,5,new,correct
2025-04-04 10:46:27.757687,5,new,correct
2025-04-04 10:46:27.758516,5,new,correct
2025-04-04 10:46:27.759338,5,new,correct
2025-04-04 10:46:27.760168,5,new,correct
2025-04-04 10:46:27.760998,5,new,correct
2025-04-04 10:46:27.761820,5,new,correct
2025-04-04 10:46:27.762653,5,new,correct
2025-04-04 10:46:27.763615,5,new,correct
2025-04-04 10:46:27.764448,5,new,correct
2025-04-04 10:46:27.765279,5,new,correct
2025-04-04 10:46:27.766101,5,new,correct
2025-04-04 10:46:27.766924,5,new,correct
2025-04-04 10:46:27.767745,5,new,correct
2025-04-04 10:46:27.768586,5,new,correct
2025-04-04 10:46:27.769426,5,new,correct
2025-04-04 10:46:27.770275,5,new,correct
2025-04-04 10:46:27.771105,5,new,correct
2025-04-04 10:46:27.771934,5,new,correct
2025-04-04 10:46:27.772780,5,new,correct
2025-04-04 10:46:27.773628,5,new,correct
2025-04-04 10:46:27.774470,5,new,correct
2025-04-04 10:46:27.775313,5,new,correct
2025-04-04 10:46:27.776158,5,new,correct
2025-04-04 10:46:27.776997,5,new,correct
2025-04-04 10:46:27.777830,5,new,correct
2025-04-04 10:46:27.778685,5,new,correct
2025-04-04 10:46:27.779529,5,new,correct
2025-04-04 10:46:27.780403,5,new,correct
2025-04-04 10:46:27.781337,5,new,correct
2025-04-04 10:46:27.782191,5,new,correct
2025-04-04 10:46:27.783050,5,new,correct
2025-04-04 10:46:27.783888,5,new,correct
2025-04-04 10:46:27.784730,5,new,correct
2025-04-04 10:46:27.785594,5,new,correct
2025-04-04 10:46:27.786454,5,new,correct
2025-04-04 10:46:27.787304,5,new,correct
2025-04-04 10:46:27.788154,5,new,correct
2025-04-04 10:46:27.789025,5,new,correct
2025-04-04 10:46:27.789869,5,new,correct
2025-04-04 10:46:27.790716,5,new,correct
2025-04-04 10:46:27.791561,5,new,correct
2025-04-04 10:46:27.792411,5,new,correct
2025-04-04 10:46:27.793270,5,new,correct
2025-04-04 10:46:27.794157,5,new,correct
2025-04-04 10:46:27.795016,5,new,correct
2025-04-04 10:46:27.795862,5,new,correct
2025-04-04 10:46:27.796831,5,new,correct
2025-04-04 10:46:27.797687,5,new,correct
2025-04-04 10:46:27.798542,5,new,correct
2025-04-04 10:46:27.799399,5,new,correct
2025-04-04 10:46:27.800262,5,new,correct
2025-04-04 10:46:27.801124,5,new,correct
2025-04-04 10:46:27.802009,5,new,correct
2025-04-04 10:46:27.802843,5,new,correct
2025-04-04 10:46:27.803683,5,new,correct
2025-04-04 10:46:27.804542,5,new,correct
2025-04-04 10:46:27.805396,5,new,correct
2025-04-04 10:46:27.806245,5,new,correct
2025-04-04 10:46:27.807095,5,new,correct
2025-04-04 10:46:27.807943,5,new,correct
2025-04-04 10:46:27.808787,5,new,correct
2025-04-04 10:46:27.809630,5,new,correct
2025-04-04 10:46:27.810468,5,new,correct
2025-04-04 10:46:27.811312,5,new,correct
2025-04-04 10:46:27.812158,5,new,correct
2025-04-04 10:46:27.813168,5,new,correct
2025-04-04 10:46:27.814025,5,new,correct
2025-04-04 10:46:27.814864,5,new,correct
2025-04-04 10:46:27.815708,5,new,correct
2025-04-04 10:46:27.816595,5,new,correct
2025-04-04 10:46:27.817454,5,new,correct
2025-04-04 10:46:27.818333,5,new,correct
2025-04-04 10:46:27.819187,5,new,correct
2025-04-04 10:46:27.820051,5,new,correct
2025-04-04 10:46:27.820906,5,new,correct
2025-04-04 10:46:27.821753,5,new,correct
2025-04-04 10:46:27.822605,5,new,correct
2025-04-04 10:46:27.823459,5,new,correct
2025-04-04 10:46:27.824313,5,new,correct
2025-04-04 10:46:27.825169,5,new,correct
2025-04-04 10:46:27.826022,5,new,correct
2025-04-04 10:46:27.826884,5,new,correct
2025-04-04 10:46:27.827742,5,new,correct
2025-04-04 10:46:27.828607,5,new,correct
2025-04-04 10:46:27.829503,5,new,correct
2025-04-04 10:46:27.830443,5,new,correct
2025-04-04 10:46:27.831374,5,new,correct
2025-04-04 10:46:27.832246,5,new,correct
2025-04-04 10:46:27.833116,5,new,correct
2025-04-04 10:46:27.833989,5,new,correct
2025-04-04 10:46:27.834843,5,new,correct
2025-04-04 10:46:27.835741,5,new,correct
2025-04-04 10:46:27.836615,5,new,correct
2025-04-04 10:46:27.837489,5,new,correct
2025-04-04 10:46:27.838364,5,new,correct
2025-04-04 10:46:27.839240,5,new,correct
2025-04-04 10:46:27.840104,5,new,correct
2025-04-04 10:46:27.840988,5,new,correct
2025-04-04 10:46:27.841859,5,new,correct
2025-04-04 10:46:27.842730,5,new,correct
2025-04-04 10:46:27.843598,5,new,correct
2025-04-04 10:46:27.844486,5,new,correct
2025-04-04 10:46:27.845392,5,new,correct
2025-04-04 10:46:27.846277,5,new,correct
2025-04-04 10:46:27.847286,5,new,correct
2025-04-04 10:46:27.848169,5,new,correct
2025-04-04 10:46:27.849051,5,new,correct
2025-04-04 10:46:27.849927,5,new,correct
2025-04-04 10:46:27.850798,5,new,correct
2025-04-04 10:46:27.851690,5,new,correct
2025-04-04 10:46:27.852577,5,new,correct
2025-04-04 10:46:27.853467,5,new,correct
2025-04-04 10:46:27.854346,5,new,correct
2025-04-04 10:46:27.855228,5,new,correct
2025-04-04 10:46:27.856098,5,new,correct
2025-04-04 10:46:27.856978,5,new,correct
2025-04-04 10:46:27.857875,5,new,correct
2025-04-04 10:46:27.858760,5,new,correct
2025-04-04 10:46:27.859644,5,new,correct
2025-04-04 10:46:27.860530,5,new,correct
2025-04-04 10:46:27.861416,5,new,correct
2025-04-04 10:46:27.862303,5,new,correct
2025-04-04 10:46:27.863176,5,new,correct
2025-04-04 10:46:27.864068,5,new,correct
2025-04-04 10:46:27.864953,5,new,correct
2025-04-04 10:46:27.865968,5,new,correct
2025-04-04 10:46:27.866851,5,new,correct
2025-04-04 10:46:27.867725,5,new,correct
2025-04-04 10:46:27.868627,5,new,correct
2025-04-04 10:46:27.869517,5,new,correct
2025-04-04 10:46:27.870401,5,new,correct
2025-04-04 10:46:27.871293,5,new,correct
2025-04-04 10:46:27.872183,5,new,correct
2025-04-04 10:46:27.873088,5,new,correct
2025-04-04 10:46:27.873989,5,new,correct
2025-04-04 10:46:27.874873,5,new,correct
2025-04-04 10:46:27.875765,5,new,correct
2025-04-04 10:46:27.876694,5,new,correct
2025-04-04 10:46:27.877594,5,new,correct
2025-04-04 10:46:27.878496,5,new,correct
2025-04-04 10:46:27.879397,5,new,correct
2025-04-04 10:46:27.880386,5,new,correct
2025-04-04 10:46:27.881314,5,new,correct
2025-04-04 10:46:27.882212,5,new,correct
2025-04-04 10:46:27.883107,5,new,correct
2025-04-04 10:46:27.884005,5,new,correct
2025-04-04 10:46:27.884896,5,new,correct
2025-04-04 10:46:27.885798,5,new,correct
2025-04-04 10:46:27.886698,5,new,correct
2025-04-04 10:46:27.887607,5,new,correct
2025-04-04 10:46:27.888512,5,new,correct
2025-04-04 10:46:27.889425,5,new,correct
2025-04-04 10:46:27.890324,5,new,correct
2025-04-04 10:46:27.891218,5,new,correct
2025-04-04 10:46:27.892124,5,new,correct
2025-04-04 10:46:27.893033,5,new,correct
2025-04-04 10:46:27.893946,5,new,correct
2025-04-04 10:46:27.894856,5,new,correct
2025-04-04 10:46:27.895761,5,new,correct
2025-04-04 10:46:27.896665,5,new,correct
2025-04-04 10:46:27.897573,5,new,correct
2025-04-04 10:46:27.898599,5,new,correct
2025-04-04 10:46:27.899521,5,new,correct
2025-04-04 10:46:27.900425,5,new,correct
2025-04-04 10:46:27.901334,5,new,correct
2025-04-04 10:46:27.902255,5,new,correct
2025-04-04 10:46:27.903166,5,new,correct
2025-04-04 10:46:27.904074,5,new,correct
2025-04-04 10:46:27.905002,5,new,correct
2025-04-04 10:46:27.905928,5,new,correct
2025-04-04 10:46:27.906840,5,new,correct
2025-04-04 10:46:27.907754,5,new,correct
2025-04-04 10:46:27.908672,5,new,correct
2025-04-04 10:46:27.909598,5,new,correct
2025-04-04 10:46:27.910526,5,new,correct
2025-04-04 10:46:27.911443,5,new,correct
2025-04-04 10:46:27.912350,5,new,correct
2025-04-04 10:46:27.913410,5,new,correct
2025-04-04 10:46:27.914347,5,new,correct
2025-04-04 10:46:27.915268,5,new,correct
2025-04-04 10:46:27.916192,5,new,correct
2025-04-04 10:46:27.917113,5,new,correct
2025-04-04 10:46:27.918030,5,new,correct
2025-04-04 10:46:27.918975,5,new,correct
2025-04-04 10:46:27.919895,5,new,correct
2025-04-04 10:46:27.920883,5,new,correct
2025-04-04 10:46:27.921815,5,new,correct
2025-04-04 10:46:27.922761,5,new,correct
2025-04-04 10:46:27.923689,5,new,correct
2025-04-04 10:46:27.924620,5,new,correct
2025-04-04 10:46:27.925544,5,new,correct
2025-04-04 10:46:27.926481,5,new,correct
2025-04-04 10:46:27.927423,5,new,correct
2025-04-04 10:46:27.928363,5,new,correct
2025-04-04 10:46:27.929332,5,new,correct
2025-04-04 10:46:27.930381,5,new,correct
2025-04-04 10:46:27.931324,5,new,correct
2025-04-04 10:46:27.932271,5,new,correct
2025-04-04 10:46:27.933209,5,new,correct
2025-04-04 10:46:27.934149,5,new,correct
2025-04-04 10:46:27.935103,5,new,correct
2025-04-04 10:46:27.936067,5,new,correct
2025-04-04 10:46:27.937006,5,new,correct
2025-04-04 10:46:27.937947,5,new,correct
2025-04-04 10:46:27.938891,5,new,correct
2025-04-04 10:46:27.939824,5,new,correct
2025-04-04 10:46:27.941126,5,new,correct
2025-04-04 10:46:27.942153,5,new,correct
2025-04-04 10:46:27.943103,5,new,correct
2025-04-04 10:46:27.944067,5,new,correct
2025-04-04 10:46:27.945052,5,new,correct
2025-04-04 10:46:27.946025,5,new,correct
2025-04-04 10:46:27.947130,5,new,correct
2025-04-04 10:46:27.948100,5,new,correct
2025-04-04 10:46:27.949058,5,new,correct
2025-04-04 10:46:27.950011,5,new,correct
2025-04-04 10:46:27.950963,5,new,correct
2025-04-04 10:46:27.951935,5,new,correct
2025-04-04 10:46:27.952895,5,new,correct
2025-04-04 10:46:27.953841,5,new,correct
2025-04-04 10:46:27.954799,5,new,correct
2025-04-04 10:46:27.955766,5,new,correct
2025-04-04 10:46:27.956741,5,new,correct
2025-04-04 10:46:27.957727,5,new,correct
2025-04-04 10:46:27.958695,5,new,correct
2025-04-04 10:46:27.959653,5,new,correct
2025-04-04 10:46:27.960616,5,new,correct
2025-04-04 10:46:27.961590,5,new,correct
2025-04-04 10:46:27.962563,5,new,correct
2025-04-04 10:46:27.963696,5,new,correct
2025-04-04 10:46:27.964677,5,new,correct
2025-04-04 10:46:27.965650,5,new,correct
2025-04-04 10:46:27.966615,5,new,correct
2025-04-04 10:46:27.967629,5,new,correct
2025-04-04 10:46:27.968618,5,new,correct
2025-04-04 10:46:27.969589,5,new,correct
2025-04-04 10:46:27.970554,5,new,correct
2025-04-04 10:46:27.971558,5,new,correct
2025-04-04 10:46:27.972555,5,new,correct
2025-04-04 10:46:27.973593,5,new,correct
2025-04-04 10:46:27.974582,5,new,correct
2025-04-04 10:46:27.975562,5,new,correct
2025-04-04 10:46:27.976565,5,new,correct
2025-04-04 10:46:27.977569,5,new,correct
2025-04-04 10:46:27.978541,5,new,correct
2025-04-04 10:46:27.979554,5,new,correct
2025-04-04 10:46:27.980530,5,new,correct
2025-04-04 10:46:27.981700,5,new,correct
2025-04-04 10:46:27.982717,5,new,correct
2025-04-04 10:46:27.983706,5,new,correct
2025-04-04 10:46:27.984731,5,new,correct
2025-04-04 10:46:27.985778,5,new,correct
2025-04-04 10:46:27.986784,5,new,correct
2025-04-04 10:46:27.987766,5,new,correct
2025-04-04 10:46:27.988810,5,new,correct
2025-04-04 10:46:27.989829,5,new,correct
2025-04-04 10:46:27.990837,5,new,correct
2025-04-04 10:46:27.991836,5,new,correct
2025-04-04 10:46:27.992869,5,new,correct
2025-04-04 10:46:27.993890,5,new,correct
2025-04-04 10:46:27.994932,5,new,correct
2025-04-04 10:46:27.995944,5,new,correct
2025-04-04 10:46:27.997114,5,new,correct
2025-04-04 10:46:27.998137,5,new,correct
2025-04-04 10:46:27.999122,5,new,correct
2025-04-04 10:46:28.000099,5,new,correct
2025-04-04 10:46:28.001143,5,new,correct
2025-04-04 10:46:28.002169,5,new,correct
2025-04-04 10:46:28.003188,5,new,correct
2025-04-04 10:46:28.004195,5,new,correct
2025-04-04 10:46:28.005225,5,new,correct
2025-04-04 10:46:28.006240,5,new,correct
2025-04-04 10:46:28.007254,5,new,correct
2025-04-04 10:46:28.008269,5,new,correct
2025-04-04 10:46:28.009260,5,new,correct
2025-04-04 10:46:28.010274,5,new,correct
2025-04-04 10:46:28.011294,5,new,correct
2025-04-04 10:46:28.012311,5,new,correct
2025-04-04 10:46:28.013448,5,new,correct
2025-04-04 10:46:28.014456,5,new,correct
2025-04-04 10:46:28.015491,5,new,correct
2025-04-04 10:46:28.016528,5,new,correct
2025-04-04 10:46:28.017533,5,new,correct
2025-04-04 10:46:28.018589,5,new,correct
2025-04-04 10:46:28.019606,5,new,correct
2025-04-04 10:46:28.020638,5,new,correct
2025-04-04 10:46:28.021657,5,new,correct
2025-04-04 10:46:28.022668,5,new,correct
2025-04-04 10:46:28.023700,5,new,correct
