"id","tITI","power","label"
"sub-18","Rest Pre S1",2.0999145230681,"Slow (0.07)"
"sub-18","Rest Pre S1",6.11505844716332,"Rest (0.01)"
"sub-19","32 ms",1.38752966132097,"Fast (0.17)"
"sub-19","32 ms",2.10262671328131,"Slow (0.07)"
"sub-19","32 ms",2.00501722775732,"Rest (0.01)"
"sub-19","2048 ms",0.837773901060112,"Fast (0.17)"
"sub-19","2048 ms",3.10729130133524,"Slow (0.07)"
"sub-19","2048 ms",1.12444425015939,"Rest (0.01)"
"sub-19","Rest Pre S1",1.34432090540206,"Fast (0.17)"
"sub-19","Rest Pre S1",1.82112123601656,"Slow (0.07)"
"sub-19","Rest Pre S1",1.36092098206093,"Rest (0.01)"
"sub-20","32 ms",1.02785817144466,"Fast (0.17)"
"sub-20","32 ms",2.9421943598889,"Slow (0.07)"
"sub-20","32 ms",1.64645579033338,"Rest (0.01)"
"sub-20","2048 ms",0.974197832999529,"Fast (0.17)"
"sub-20","2048 ms",3.51101441430753,"Slow (0.07)"
"sub-20","2048 ms",1.4450797670411,"Rest (0.01)"
"sub-20","Rest Pre S1",1.44399075226129,"Fast (0.17)"
"sub-20","Rest Pre S1",1.52558221509406,"Slow (0.07)"
"sub-20","Rest Pre S1",3.49735429816098,"Rest (0.01)"
"sub-21","32 ms",1.02837559098736,"Fast (0.17)"
"sub-21","32 ms",1.75054181329156,"Slow (0.07)"
"sub-21","32 ms",3.09721917447038,"Rest (0.01)"
"sub-21","2048 ms",1.20263021703176,"Fast (0.17)"
"sub-21","2048 ms",1.36246120194085,"Slow (0.07)"
"sub-21","2048 ms",2.59291168928045,"Rest (0.01)"
"sub-21","Rest Pre S1",0.630718737021076,"Fast (0.17)"
"sub-21","Rest Pre S1",1.97137702743286,"Slow (0.07)"
"sub-21","Rest Pre S1",2.52536651239744,"Rest (0.01)"
"sub-22","32 ms",1.39740483461522,"Fast (0.17)"
"sub-22","32 ms",1.68210625005827,"Slow (0.07)"
"sub-22","32 ms",2.03421236758498,"Rest (0.01)"
"sub-22","2048 ms",1.3894014537623,"Fast (0.17)"
"sub-22","2048 ms",1.9570612508579,"Slow (0.07)"
"sub-22","2048 ms",1.17074930409082,"Rest (0.01)"
"sub-22","Rest Pre S1",0.825445392493098,"Fast (0.17)"
"sub-22","Rest Pre S1",1.9550465140461,"Slow (0.07)"
"sub-22","Rest Pre S1",2.02918776486201,"Rest (0.01)"
"sub-23","32 ms",1.25780646850948,"Fast (0.17)"
"sub-23","32 ms",1.70364184011594,"Slow (0.07)"
"sub-23","32 ms",2.12992860421669,"Rest (0.01)"
"sub-23","2048 ms",0.911612623728732,"Fast (0.17)"
"sub-23","2048 ms",2.57442656064013,"Slow (0.07)"
"sub-23","2048 ms",2.64880425455062,"Rest (0.01)"
"sub-23","Rest Pre S1",1.13266365608852,"Fast (0.17)"
"sub-23","Rest Pre S1",1.20190032954299,"Slow (0.07)"
"sub-23","Rest Pre S1",2.30861576440783,"Rest (0.01)"
"sub-25","32 ms",1.39073749777145,"Fast (0.17)"
"sub-25","32 ms",1.97527785064967,"Slow (0.07)"
"sub-25","32 ms",1.39313893949165,"Rest (0.01)"
"sub-25","2048 ms",0.915225501786992,"Fast (0.17)"
"sub-25","2048 ms",2.71664349752021,"Slow (0.07)"
"sub-25","2048 ms",1.98475576954947,"Rest (0.01)"
"sub-25","Rest Pre S1",1.49034594333096,"Fast (0.17)"
"sub-25","Rest Pre S1",1.55409092585982,"Slow (0.07)"
"sub-25","Rest Pre S1",3.14411135495822,"Rest (0.01)"
"sub-26","32 ms",1.36337885013662,"Fast (0.17)"
"sub-26","32 ms",1.99502010019823,"Slow (0.07)"
"sub-26","32 ms",0.987679794449858,"Rest (0.01)"
"sub-26","2048 ms",1.08177871921603,"Fast (0.17)"
"sub-26","2048 ms",2.95661162503436,"Slow (0.07)"
"sub-26","2048 ms",1.59497498864903,"Rest (0.01)"
"sub-26","Rest Pre S1",0.850899322771383,"Fast (0.17)"
"sub-26","Rest Pre S1",1.80863592369384,"Slow (0.07)"
"sub-26","Rest Pre S1",3.35055848541407,"Rest (0.01)"
"sub-27","32 ms",1.95625645213915,"Fast (0.17)"
"sub-27","32 ms",1.55904758901366,"Slow (0.07)"
"sub-27","32 ms",1.28018870799851,"Rest (0.01)"
"sub-27","2048 ms",0.857880194817242,"Fast (0.17)"
"sub-27","2048 ms",2.35768711842922,"Slow (0.07)"
"sub-27","2048 ms",1.63573657900467,"Rest (0.01)"
"sub-27","Rest Pre S1",0.563451116795147,"Fast (0.17)"
"sub-27","Rest Pre S1",1.09499721325441,"Slow (0.07)"
"sub-27","Rest Pre S1",1.01357024233412,"Rest (0.01)"
"sub-28","32 ms",0.753019829047152,"Fast (0.17)"
"sub-28","32 ms",1.7520619669797,"Slow (0.07)"
"sub-28","32 ms",2.95966485260166,"Rest (0.01)"
"sub-28","2048 ms",1.16937669168221,"Fast (0.17)"
"sub-28","2048 ms",1.22698540878064,"Slow (0.07)"
"sub-28","2048 ms",4.16599103626242,"Rest (0.01)"
"sub-28","Rest Pre S1",1.2453541083323,"Fast (0.17)"
"sub-28","Rest Pre S1",1.19152299942559,"Slow (0.07)"
"sub-28","Rest Pre S1",4.96056864798758,"Rest (0.01)"
"sub-29","32 ms",0.81949334343407,"Fast (0.17)"
"sub-29","32 ms",1.44974170791209,"Slow (0.07)"
"sub-29","32 ms",1.99101619720445,"Rest (0.01)"
"sub-29","2048 ms",1.16557964414457,"Fast (0.17)"
"sub-29","2048 ms",1.40444317063009,"Slow (0.07)"
"sub-29","2048 ms",2.60897281244059,"Rest (0.01)"
"sub-29","Rest Pre S1",0.89748616662736,"Fast (0.17)"
"sub-29","Rest Pre S1",2.08219960560183,"Slow (0.07)"
"sub-29","Rest Pre S1",2.3034429250785,"Rest (0.01)"
"sub-30","32 ms",0.925640659462202,"Fast (0.17)"
"sub-30","32 ms",2.16861904742602,"Slow (0.07)"
"sub-30","32 ms",2.11243619942067,"Rest (0.01)"
"sub-30","2048 ms",1.55519751041794,"Fast (0.17)"
"sub-30","2048 ms",2.18646195667578,"Slow (0.07)"
"sub-30","2048 ms",1.48876648136075,"Rest (0.01)"
"sub-30","Rest Pre S1",0.720499353304829,"Fast (0.17)"
"sub-30","Rest Pre S1",1.56674764209468,"Slow (0.07)"
"sub-30","Rest Pre S1",4.28622989084631,"Rest (0.01)"
"sub-32","32 ms",1.25062364576504,"Fast (0.17)"
"sub-32","32 ms",2.28030518618504,"Slow (0.07)"
"sub-32","32 ms",1.68902514231167,"Rest (0.01)"
"sub-32","2048 ms",0.873854280931196,"Fast (0.17)"
"sub-32","2048 ms",3.64654284107081,"Slow (0.07)"
"sub-32","2048 ms",1.6874939300711,"Rest (0.01)"
"sub-32","Rest Pre S1",0.348355432277621,"Fast (0.17)"
"sub-32","Rest Pre S1",2.40429677991347,"Slow (0.07)"
"sub-32","Rest Pre S1",3.61779337395153,"Rest (0.01)"
"sub-33","32 ms",0.74402988074704,"Fast (0.17)"
"sub-33","32 ms",1.62758647144968,"Slow (0.07)"
"sub-33","32 ms",2.58438671692361,"Rest (0.01)"
"sub-33","2048 ms",0.809049469045122,"Fast (0.17)"
"sub-33","2048 ms",3.10650804447121,"Slow (0.07)"
"sub-33","2048 ms",2.40879524473496,"Rest (0.01)"
"sub-33","Rest Pre S1",0.649864116090277,"Fast (0.17)"
"sub-33","Rest Pre S1",1.53412528254388,"Slow (0.07)"
"sub-33","Rest Pre S1",4.29007277507236,"Rest (0.01)"
"sub-34","32 ms",1.37147077549918,"Fast (0.17)"
"sub-34","32 ms",2.55961802943229,"Slow (0.07)"
"sub-34","32 ms",1.8819934947152,"Rest (0.01)"
"sub-34","2048 ms",1.23691453779028,"Fast (0.17)"
"sub-34","2048 ms",2.36824063300631,"Slow (0.07)"
"sub-34","2048 ms",1.94974014287561,"Rest (0.01)"
"sub-34","Rest Pre S1",0.799806062935663,"Fast (0.17)"
"sub-34","Rest Pre S1",2.4175036934987,"Slow (0.07)"
"sub-34","Rest Pre S1",2.98866800944507,"Rest (0.01)"
"sub-35","32 ms",1.18390746701514,"Fast (0.17)"
"sub-35","32 ms",1.71104262201903,"Slow (0.07)"
"sub-35","32 ms",0.594146775024551,"Rest (0.01)"
"sub-35","2048 ms",0.999291758870215,"Fast (0.17)"
"sub-35","2048 ms",2.35645106680261,"Slow (0.07)"
"sub-35","2048 ms",2.66796574636136,"Rest (0.01)"
"sub-35","Rest Pre S1",1.25572500771117,"Fast (0.17)"
"sub-35","Rest Pre S1",2.53315318993958,"Slow (0.07)"
"sub-35","Rest Pre S1",1.71673174629425,"Rest (0.01)"
"sub-36","32 ms",0.94669520723164,"Fast (0.17)"
"sub-36","32 ms",2.07247860178061,"Slow (0.07)"
"sub-36","32 ms",2.43925213487527,"Rest (0.01)"
"sub-36","2048 ms",0.878042146162186,"Fast (0.17)"
"sub-36","2048 ms",2.20111963554851,"Slow (0.07)"
"sub-36","2048 ms",0.90750320173589,"Rest (0.01)"
"sub-36","Rest Pre S1",0.729710046620647,"Fast (0.17)"
"sub-36","Rest Pre S1",1.33654506753174,"Slow (0.07)"
"sub-36","Rest Pre S1",5.46350353401918,"Rest (0.01)"
"sub-38","32 ms",1.2761532750459,"Fast (0.17)"
"sub-38","32 ms",1.8247234473132,"Slow (0.07)"
"sub-38","32 ms",2.66017462980844,"Rest (0.01)"
"sub-38","2048 ms",0.653929740521974,"Fast (0.17)"
"sub-38","2048 ms",3.35526675582197,"Slow (0.07)"
"sub-38","2048 ms",1.55357816749592,"Rest (0.01)"
"sub-38","Rest Pre S1",1.44117352352438,"Fast (0.17)"
"sub-38","Rest Pre S1",1.47266906642434,"Slow (0.07)"
"sub-38","Rest Pre S1",2.17388380113182,"Rest (0.01)"
"sub-39","32 ms",0.882881789574392,"Fast (0.17)"
"sub-39","32 ms",1.77578791961151,"Slow (0.07)"
"sub-39","32 ms",2.73090328841566,"Rest (0.01)"
"sub-39","2048 ms",0.725537250909879,"Fast (0.17)"
"sub-39","2048 ms",3.29937751817521,"Slow (0.07)"
"sub-39","2048 ms",0.879670030393907,"Rest (0.01)"
"sub-39","Rest Pre S1",0.522069226640804,"Fast (0.17)"
"sub-39","Rest Pre S1",1.6637289180159,"Slow (0.07)"
"sub-39","Rest Pre S1",3.54384488640965,"Rest (0.01)"
